holding_costs,max_holding,return,std,trans_costs,turnover
0.0005,0.5,0.07962053988638895,0.1370328656661821,0.004,4.244674666091327
0.001,0.5,0.08338235007429096,0.12992770977338067,0.004,3.8555458514335754
0.002,0.5,0.0822942043128505,0.1171097853459765,0.004,3.3592296171036917
0.0,0.5,0.06314322143677309,0.13813017061151325,0.008,2.9018508517792294
0.0005,0.5,0.06612904023421873,0.13337250884683785,0.008,2.6090199529891667
0.001,0.5,0.06912075441496546,0.1254365389310399,0.008,2.4216830081167235
0.002,0.5,0.06633855779752174,0.11428918611746226,0.008,2.163895285572286
0.0,0.5,0.05551046122448633,0.13763371668957608,0.012,1.8196802421517524
0.0005,0.5,0.05836494526303859,0.1292072275185723,0.012,1.7420600038363698
0.001,0.5,0.058326043555407825,0.12313175814878428,0.012,1.6725668265087235
0.002,0.5,0.05793140413305764,0.11131115193262163,0.012,1.4963469779173126
0.0,0.5,0.048551919461475634,0.1327596469213454,0.015,1.3966370250306848
0.0005,0.5,0.05010206197885525,0.12349262662998906,0.015,1.3376694204507844
0.001,0.5,0.051829154172247316,0.119365649286909,0.015,1.3201007573512333
0.002,0.5,0.05133810264885974,0.10925802530807875,0.015,1.1793711012594577
